Issue Id,Summary,Description,Date Created,Date Modified,Issue type,Milestone,Status,Resolution,Reporter,Labels,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments
76,Align semantics of register/whereis with Erlang,"This patch matches the behavior of register/whereis with Erlang. Specifically, attempting to register an already-registered name will throw an exception, and names are automatically unregistered with the associated process dies.",11/19/12 02:10:16 PM,11/19/12 02:20:09 PM,Task,,Closed,Fixed,jepst,,"Comment:edsko:11/19/12 02:20:09 PM:

Referenced in commit:
https://github.com/haskell-distributed/distributed-process/474909d2438ee13f850c1a9a28c1a7c3324909b3
","Comment:edsko:11/19/12 02:20:09 PM:

merged","Comment:edsko:11/19/12 02:20:09 PM:

closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Make it possible to terminate the logger process,"The logger process has no way to shut itself down on request, so for small examples that do a few `say` calls, some of the messages are not emitted because the program terminates before the logger process has processed the messages.

This adds a way to shut down the logger process.  I think in general we will need a better way to do this - it looks like `closeLocalNode` should be doing this, perhaps.",11/27/12 02:44:53 PM,11/29/12 03:54:18 PM,Task,,Closed,Fixed,simonmar,,"Comment:edsko:11/29/12 09:30:09 AM:

Referenced in commit:
https://github.com/haskell-distributed/distributed-process/3e510840c7f4f046daad628ab85d272259b81e6f
","Comment:edsko:11/29/12 09:30:09 AM:

merged","Comment:edsko:11/29/12 09:30:09 AM:

closed","Comment:edsko:11/29/12 09:30:13 AM:

Thanks.","Comment:rrnewton:11/29/12 03:32:42 PM:

Does GHC not have a hook for doing cleanup on normal process exit?  Is there a reason that's a bad idea?

One reason I ask is that it's expensive to wait for monad-par worker threads when exiting runPar, and determinism would be maintained (though not locality of exceptions) as long as work eventually finishes before process exit.","Comment:simonmar:11/29/12 03:54:18 PM:

On 29/11/12 15:32, Ryan Newton wrote:
> Does GHC not have a hook for doing cleanup on normal process exit? Is
> there a reason that's a bad idea?

We like to let the programmer arrange this themselves, rather than 
build-in a particular policy.

> One reason I ask is that it's expensive to wait for monad-par worker
> threads when exiting runPar, and determinism would be maintained (though
> not locality of exceptions) as long as work eventually finishes before
> process exit.

I don't think you would get determinism that way: a runPar could return 
a value when it should have thrown an exception, and the program could 
go on to have side effects (e.g. launch missiles) that it shouldn't have 
done.

Cheers,
	Simon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Issue #69 - Killing processes,This will implement a new protocol for forcefully killing and gracefully exiting a process. ,12/03/12 03:19:48 PM,12/03/12 05:29:13 PM,Task,,Closed,Fixed,rodlogic,,"Comment:edsko:12/03/12 05:29:12 PM:

Referenced in commit:
https://github.com/haskell-distributed/distributed-process/2074a01d7a501c1819ea279cdc833a609e3b7f47
","Comment:edsko:12/03/12 05:29:12 PM:

merged","Comment:edsko:12/03/12 05:29:12 PM:

closed","Comment:edsko:12/03/12 05:29:13 PM:

Many thanks!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,add mkStaticClosure :: Name -> Q Exp,I'd like to have this (or something like it) to avoid needing the dummy () argument when I spawn a top-level Process () function.,12/03/12 04:13:36 PM,12/03/12 04:15:12 PM,Task,,Closed,Fixed,simonmar,,"Comment:edsko:12/03/12 04:15:12 PM:

Referenced in commit:
https://github.com/haskell-distributed/distributed-process/8a6a6cae344fa02a0bbf64d78f74528d495131e6
","Comment:edsko:12/03/12 04:15:12 PM:

merged","Comment:edsko:12/03/12 04:15:12 PM:

closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Shut down the logger process before exiting.,.. otherwise some of the 'say' messages get lost.,12/03/12 04:29:27 PM,12/03/12 04:30:57 PM,Task,,Closed,Fixed,simonmar,,"Comment:edsko:12/03/12 04:30:56 PM:

Referenced in commit:
https://github.com/haskell-distributed/distributed-process/8bc0d4a927df4112682121d86c447292a274ff64
","Comment:edsko:12/03/12 04:30:57 PM:

merged","Comment:edsko:12/03/12 04:30:57 PM:

closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,how do we implement timers efficiently,"This is more of a question right now, and I'll happily attempt an implementation and send a pull *if* it turns into a feature request. ;)

In Erlang, we **frequently** want to handle *things that happen after some time interval* - here's a classic example from RabbitMQ's erlang AMQP client, where we ensure that the network driver **has** to be closed within a reasonable time frame once the connection has been torn down.

```erlang
do(#'connection.close_ok'{} = CloseOk, State) ->
    erlang:send_after(?SOCKET_CLOSING_MAX_TIMEOUT, self(), socket_closing_timeout),
    do2(CloseOk, State);
do(Method, #state{writer0 = Writer}) ->
    %% catching because it expects the {channel_exit, _} message on error
    catch rabbit_writer:send_command_sync(Writer, Method).

handle_message(socket_closing_timeout,
               State = #state{closing_reason = Reason}) ->
    {stop, {socket_closing_timeout, Reason}, State};
handle_message(socket_closed, State = #state{waiting_socket_close = true,
                                             closing_reason = Reason}) ->
    {stop, {shutdown, Reason}, State};
%% snip....
```

Now the key here is `erlang:send_after(Milliseconds, Pid, Message)` which schedules a message to be sent to `Pid` after the appropriate delay. There is very little performance impact on the run-time system from this call.

Now I can implement this quite easily in CH I think:

```haskell
module Control.Distributed.Platform.Timer where

import Control.Distributed.Process
import Control.Distributed.Process.Serializable
import Data.Binary
import Data.DeriveTH
import Data.Typeable                            (Typeable)
import Prelude                                  hiding (init)

-- | a reference to a timer
type TimerRef = ProcessId

-- | cancellation message sent to timers
data CancelTimer = CancelTimer
    deriving (Typeable)
$(derive makeBinary ''CancelTimer)

sendAfter :: (Serializable a) => Int -> ProcessId -> a -> Process TimerRef
sendAfter ms pid msg = spawnLocal $ do
    cancel <- expectTimeout ms
    case cancel of
        Nothing          -> send pid msg
        Just CancelTimer -> return ()
    return () 

cancelTimer :: TimerRef -> Process ()
cancelTimer = (flip send) CancelTimer
```   

Now I have two questions about this.

1. is this the most efficient approach?
2. does this kind of functionality belong in distributed-process or distributed-process-platform?

If 1 == true && 2 == (the latter) then I'll go ahead and implement this over in the platform APIs.
",12/05/12 11:40:17 AM,12/05/12 01:51:44 PM,Task,,Closed,Fixed,hyperthunk,,"Comment:edsko:12/05/12 11:47:10 AM:

Hmm, I was going to suggest to use standard Haskell timers for this, but I guess you cannot! Yeah, I suppose the above is a reasonable implementation. And yes, I don't think we need this in the core libraries.","Comment:edsko:12/05/12 11:47:11 AM:

closed","Comment:edsko:12/05/12 12:58:57 PM:

mentioned","Comment:hyperthunk:12/05/12 01:01:29 PM:

Thanks for the clarification @edsko - I'll put it into the platform APIs instead. Can you point me to the docs for standard Haskell timers please, as I've not used them before and would like to know more? Cheers!","Comment:edsko:12/05/12 01:01:29 PM:

mentioned","Comment:edsko:12/05/12 01:31:22 PM:

Actually, I lie that it's impossible. I was thinking of [System.Timeout](http://hackage.haskell.org/packages/archive/base/latest/doc/html/System-Timeout.html) but actually what you want is [threadDelay](http://hackage.haskell.org/packages/archive/base/latest/doc/html/Control-Concurrent.html_v:threadDelay). It would be possible to use `threadDelay` instead, but actually I rather like your solution!
","Comment:hyperthunk:12/05/12 01:33:48 PM:

@edsko - both those calls block the executing thread though don't they? ;-)","Comment:edsko:12/05/12 01:33:48 PM:

mentioned","Comment:edsko:12/05/12 01:38:05 PM:

Well, normally (in an IO context) you would do

```Haskell
forkIO $ do
  threadDelay <whatever delay>
  <timer functionality>
```","Comment:hyperthunk:12/05/12 01:51:44 PM:

> Well, normally (in an IO context) you would do

Yep I see what you mean. :)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Re-export MonitorRef in the Process module,"I am not sure if this is as designed, but the Process module doesn't export MonitorRef , only monitor. Right now I have to import Process(monitor) and Types(MonitorRef). Wouldnt it be cleaner to re-export MonitorRef in the Module so keep the internal modules hidden?",12/08/12 09:36:00 PM,12/09/12 09:24:21 AM,Task,,Closed,Fixed,rodlogic,,"Comment:edsko:12/09/12 09:24:21 AM:

Referenced in commit:
https://github.com/haskell-distributed/distributed-process/28d8a5f6671aa80d6f11a28838a248ff97a065af
","Comment:edsko:12/09/12 09:24:21 AM:

merged","Comment:edsko:12/09/12 09:24:21 AM:

closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Tweak reregister semantics,"Jeff's recent changes made it an error to reregister a name if the
name was *not* already registered.  This interacts badly with the way
that SimpleLocalNet handles logging:

 1. start up a slave
 2. start up the master
 3. terminate the master
 4. start the master again

after restarting the master, logging no longer works on the slave.
This is because in step 3 when the master dies, the slave's
registration for ""logger"" is erased, and in step 4 the master calls
reregisterRemoteAsync to register ""logger"", but this fails because
there is no existing registration for ""logger"" on the slave.

My fix is to change the semantics of reregister to make this work.  If
we need reregister with the old semantics, we could add a third
variant instead.",12/11/12 02:41:12 PM,12/12/12 01:42:36 PM,Task,,Closed,Fixed,simonmar,,"Comment:jepst:12/11/12 03:44:07 PM:

I would prefer to stay with Erlang semantics for the primitives. In this case, the obvious solution is to fix SimpleLocalNet, rather than to fix reregister. In apiRedirectLogsHere, it would be a simple matter to catch a negative response from reregisterRemoteAsync, and then try a registerRemoteAsync.","Comment:simonmar:12/11/12 03:50:58 PM:

Does Erlang have a reregister operation? I couldn't find one.","Comment:jepst:12/11/12 03:56:30 PM:

There is a global:re_register_name function, although it is a cluster registry operation, rather than a local registry operation.","Comment:simonmar:12/11/12 04:01:15 PM:

Right, that's part of the `global` module, which implements a separate global registry (as far as I understand it).  There's no reregister operation on the local registry.","Comment:simonmar:12/12/12 01:42:36 PM:

Ok, I'll do this a different way.","Comment:simonmar:12/12/12 01:42:36 PM:

closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"Various improvements, and fix restarting of master with simplelocalnet",,12/12/12 01:43:44 PM,12/12/12 02:10:09 PM,Task,,Closed,Fixed,simonmar,,"Comment:simonmar:12/12/12 02:10:09 PM:

merged","Comment:simonmar:12/12/12 02:10:09 PM:

closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"Various improvements, and fix restarting of master with simplelocalnet",,12/12/12 02:12:03 PM,12/12/12 02:16:03 PM,Task,,Closed,Fixed,simonmar,,"Comment:edsko:12/12/12 02:16:03 PM:

Referenced in commit:
https://github.com/haskell-distributed/distributed-process/331215739dd49b6084fb0b30ee3951c2f67ac1e8
","Comment:edsko:12/12/12 02:16:03 PM:

merged","Comment:edsko:12/12/12 02:16:03 PM:

closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Implement matchChan,"Here is matchChan, as discussed.

I added a test case, but it needs some more work (see the commit log).

You might want to check whether there's any performance overhead worth worrying about here. I've been careful not to do repeated traversals of the mailbox, but there will be a constant factor overhead for each receiveWait due to splitting the matches into chunks, and an extra layer of constructor on each match.",12/14/12 12:40:56 PM,12/14/12 12:46:55 PM,Task,,Closed,Fixed,simonmar,,"Comment:edsko:12/14/12 12:46:30 PM:

Referenced in commit:
https://github.com/haskell-distributed/distributed-process/38c90110d02dc05b346d3c6b5adaf6a19d80d627
","Comment:edsko:12/14/12 12:46:30 PM:

merged","Comment:edsko:12/14/12 12:46:31 PM:

closed","Comment:edsko:12/14/12 12:46:54 PM:

Many thanks!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Fix receiveWait test,See https://github.com/simonmar/distributed-process/commit/ad2d328d33bf92102f8d694886f2f44a12c68e3a.,12/14/12 12:48:38 PM,12/18/12 10:56:54 AM,Task,distributed-process-0.5.0,Open,Unresolved,edsko,distributed-process Bug,"Comment:hyperthunk:12/17/12 01:14:13 AM:

Maybe I'm missing something, but I don't get what exceptions you're talking about in https://github.com/simonmar/distributed-process/commit/ad2d328d33bf92102f8d694886f2f44a12c68e3a Simon. Are you talking about the `kill p ""BANG""` calls? Because that's an asynchronous primitive and you'll only see the results of it if you're monitoring the target process won't you?

If that is what we're looking for here, then we do similar stuff in the tests for distributed-process-platform's `Timer` module [here](https://github.com/haskell-distributed/distributed-process-platform/blob/master/tests/TestTimer.hs_L65) and the `Async` Process API [here](https://github.com/haskell-distributed/distributed-process-platform/blob/async-refactoring/tests/TestAsync.hs_L31). Perhaps we can borrow some of those ideas? e.g.,

```haskell
testAsyncCancel :: TestResult (AsyncResult ()) -> Process ()
testAsyncCancel result = do
    hAsync <- async $ runTestProcess $ say ""running"" >> return ()
    sleep $ milliseconds 100
    
    p <- poll hAsync
    case p of
        AsyncPending -> cancel hAsync >> wait hAsync >>= stash result
        _            -> say (show p) >> stash result p
```

```haskell
testCancelTimer :: TestResult Bool -> Process ()
testCancelTimer result = do
  let delay = milliseconds 50
  pid <- periodically delay noop
  ref <- monitor pid    
  
  sleep $ seconds 1      
  cancelTimer pid
      
  _ <- receiveWait [
        match (\(ProcessMonitorNotification ref' pid' _) ->
                stash result $ ref == ref' && pid == pid') ]
        
  return ()

testRunAfter :: TestResult Bool -> Process ()
testRunAfter result = do
  let delay = seconds 2  

  parentPid <- getSelfPid
  _ <- spawnLocal $ do
    _ <- runAfter delay $ send parentPid Ping
    return ()

  msg <- expectTimeout (intervalToMs delay * 4)
  case msg of
      Just Ping -> stash result True
      Nothing   -> stash result False
  return ()
```","Comment:simonmar:12/17/12 08:56:38 AM:

The problem I'm referring to is that if the test fails, test-framework still reports success.  You can see what happens by modifying the test so it fails.  This seems to be because the exception thrown by `@?=` is not propagated (it is not even reported to `stdout`). I haven't investigated why that is yet.
","Comment:hyperthunk:12/17/12 11:28:10 AM:

Hmn, that's annoying. Don't you want to stash the result somehow and/or split the test cases up into separate functions anyway - which makes using `assertBool` or some such easier - otherwise if you throw an exception and it does get propagated, won't that prevent the subsequent test cases from getting run?","Comment:simonmar:12/18/12 10:56:54 AM:

Yes, the tests should be split up, that's a separate issue though.","Comment:hyperthunk:01/09/13 05:12:05 PM:

Referenced in commit:
https://github.com/haskell-distributed/distributed-process/
","Comment:hyperthunk:01/17/13 11:55:06 AM:

Referenced in commit:
https://github.com/haskell-distributed/distributed-process/
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Improve efficiency of local message passing,"I see no reason why we should copy data that's being passed between two processes on the same (local) node. So I've started experimenting with skipping some of the overhead of NT by sending directly via the node controller using `sendCtrlMsg` instead.

Initial commit is [here](https://github.com/hyperthunk/distributed-process/compare/local-send). With this branch installed locally, the distributed-process-platform tests still pass, but I have seen the test run bomb out with 130 exit code once, which is a bit worrying.

Following on from that commit, I'd like to see if we can skip the serialization step and just enqueue the data directly instead of creating a new `Message` in which to pass it. This shouldn't be too hard, but the matching operations will still need the type fingerprint in order to handle *selective receive* so I might create a type class that encapsulates the fingerprint and access to the payload, which we can use in the matching code. We can then have an instance for `Message` that calls decode and another for `Serializable a` that just returns the enclosed data directly.",12/14/12 04:48:07 PM,01/27/13 10:46:51 PM,Task,distributed-process-0.4.3,Open,Unresolved,hyperthunk,Feature-Request distributed-process In-Progress,"Comment:hyperthunk:12/14/12 04:48:07 PM:

assigned","Comment:simonmar:12/17/12 08:26:05 AM:

Note that sending must have the same strictness properties when sending locally as when sending remotely, so I think serialization will be necessary, although deserialization can be skipped (as long as we document the assumption that `encode . decode` should be the identity).
","Comment:hyperthunk:12/17/12 09:55:22 AM:

> Note that sending must have the same strictness properties when sending locally as when sending remotely

Naive question, but can we not fake that somehow without forcing serialization? It seems a massive overhead. I could not find anything suggestive of strictness constraints in ""Towards Haskell ..."" so I'm assuming that this has to do with the strictness properties of `ByteString` and its storage of vectors (as strict `Word8` arrays of bytes) or does this rather arise from the call to `Data.Binary.encode`?

How do the strictness properties of sending affect the semantics here? Presumably we need to ensure that `send` is evaluated strictly (so that the programmer knows this operation will not be deferred) but is serialization really the **only** way to guarantee that? There must be something we could do to provide the same semantics without actually converting the passed data structure to bytes.","Comment:edsko:12/17/12 10:03:28 AM:

Serializing most (but not necessarily all) data structures will force them to be fully evaluated (unless the corresponding 'encode' function skips part of the data structure). So, in order to maintain the semantics between sending messages remotely and locally you'd have to do the same thing. If you want to maintain this semantics precisely I don't see that you have an option not to serialize; how else are you going to get the same semantics? You could add an `NFData` construct and use `deepSeq`, but now you're changing the CH API, and moreover, there is no guarantee that the `deepSeq` will have the same affect as `encode`. 

Whether or not preserving this semantics is truly important is a separate issue.","Comment:hyperthunk:12/17/12 10:14:37 AM:

> Serializing most (but not necessarily all) data structures will force them to be fully evaluated

Of course. Sorry, that's my ML addled brain not fully thinking in terms of laziness yet - I'll get there eventually.

> You could add an NFData construct and use deepSeq, but now you're changing the CH API, and moreover, there is > no guarantee that the deepSeq will have the same affect as encode. 

That doesn't sound like the way to go, unless you tie that to identity. Even then I really don't like the idea of changing the top level API in this way. It feels way to invasive and creates a bigger conceptual overhead for people to grok before they can work productively.

> Whether or not preserving this semantics is truly important is a separate issue.

Indeed. When you're sending locally, I can't see why this matters *much* in practice. If we simply pass a pointer to the data structure being sent, then it will be fully evaluated when the consumer forces this. Evaluation could presumably have a space/time effect in the consuming process' code. We do know that no *unexpected* side effects will take place though don't we.

In my opinion this is a reasonable trade-off that could simply be documented in the API so that it is apparent to consumers. This would force the programmer to decide whether or not they should forcefully evaluate the whole data structure before sending, or suck up the consequences otherwise.

Another alternative, I suppose, would be to provide `sendLocal` as a different/alternative primitive. Personally I don't really like that idea as the *location transparency* of Erlang's `!` operator is a huge benefit to the programmer and I'd be reluctant to loose that.

... Or ... we could provide an alternative `sendLocal` that **does** serialize, for those who wish to deliberately do this. I'm struggling to imagine who would choose to use such a primitive or why, which seems to indicate that from a developers perspective, serializing local sends by default is not the intuitive behaviour one would expect.

","Comment:edsko:12/17/12 10:26:05 AM:

> Another alternative, I suppose, would be to provide sendLocal as a different/alternative primitive. Personally I don't really like that idea as the location transparency of Erlang's ! operator is a huge benefit to the programmer and I'd be reluctant to loose that.

The thing is that if you don't serialize the data structure you don't have local transparency, because the program might alter it's behaviour quite significantly if data structures get forced or not. Indeed, you already say this: ""This would force the programmer to decide whether or not they should forcefully evaluate the whole data structure before sending"" -- which is not something that's currently required and something's that's never required when the data *is* serialized (and we have no way around that). In other words, if you want the local transparency, you need to do the same thing in both cases.

In serious applications it is important to control when data structures get forced; it seems rather dangerous to have this depend on network topology. 

I honestly don't know what the right approach is here. ","Comment:hyperthunk:12/17/12 11:10:40 AM:

> In serious applications it is important to control when data structures get forced; it seems rather dangerous to have this depend on network topology.
> 
> I honestly don't know what the right approach is here. 

Hmn, this is an aspect of laziness that I hadn't fully considered. Because of this consideration, I guess that by default we **should** make sure that local sends go through serialization, though as @simonmar points out we don't actually have to deserialize. I'm guessing what he means by this is that we only have to call `encode` but we do not need to actually use the resulting `ByteString` - so we can just pass the original pointer we received because the call to `encode` will have walked the whole structure and forced any thunks to be evaluated.

Now in terms of actually passing a `Serializable a => a` instead of a `ByteString` I was experimenting and I came up with this so far.

```haskell
data LocalMessage :: * where
  LocalMessage :: forall a. Serializable a => a -> LocalMessage

class Deliverable a where
  typeFingerprint :: a -> Fingerprint
  payload         :: (Serializable b) => a -> Maybe b  

instance Deliverable Message where
  typeFingerprint = messageFingerprint
  payload         = reify

reify :: forall a. Serializable a => Message -> Maybe a
reify m = 
  case messageFingerprint m == fingerprint (undefined :: a) of
    True -> Just decoded
    _    -> Nothing
  where decoded :: a
        !decoded = decode (messageEncoding m)

instance Deliverable LocalMessage where
  typeFingerprint (LocalMessage m) = fingerprint m
  payload = reifyLocal
                                         
reifyLocal :: forall a. Serializable a => LocalMessage -> Maybe a
reifyLocal (LocalMessage m) =
  case fingerprint m == fingerprint (undefined :: a) of
    True -> Just unpack
    _    -> Nothing
  where unpack :: a
             !unpack = m
``` 

Presumably I'd have to add a call to `encode` in reifyLocal - that's easy enough.

I can't seem to figure out how to make the existential work so that the `Typeable` comes into scope. My *plan* was to change node to initialize `CQueue` to handle either `Message` or `LocalMessage` and use the `Deliverable` type class in the match implementations. Does that sound like a reasonable approach? And how can I make a concrete type of `CQueue a` when all I know about the type parameter is that it's either `Message` or `LocalMessage` - the latter being an existential? I'm afraid my understanding of existentials is coming up short here, which is frustrating because I can see how to implement this otherwise.","Comment:simonmar:12/17/12 11:10:40 AM:

mentioned","Comment:edsko:12/17/12 11:47:51 AM:

You like your type classes, don't you :-) I would consider changing `Message` itself. 

```Haskell
data Message = EncodedMessage Fingerprint ByteString | forall a. Typeable a => UnencodedMessage a
```

or something along those lines.","Comment:hyperthunk:12/17/12 11:50:49 AM:

Oooh - that's cool. I had *no idea* that was even possible. Don't really know much about existentials yet, so working on CH is turning out to be a bit of a baptism by fire. :)

I'll have a go at using that construct instead - it's **much** nicer than what I was attempting.

Cheers!","Comment:edsko:12/17/12 12:00:57 PM:

> I'm guessing what he means by this is that we only have to call encode but we do not need to actually use the resulting ByteString

Yes, but remember that you will need to force that `ByteString` or *still* nothing happens :)","Comment:hyperthunk:12/17/12 12:07:26 PM:

> Yes, but remember that you will need to force that ByteString or still nothing happens :)

Cripes yes, I would've forgotten that if you hadn't said something. Cheers! :D","Comment:edsko:12/17/12 12:09:57 PM:

And since this is a *lazy* bytestring, you will need to force the entire thing. Something like

```Haskell
let encoded = encode a in length encoded `seq` UnencodedMessage a
```

or something like that. This is the hardest part about writing serious Haskell applications -- I don't want to tell you how many subtle laziness bugs I've had to fix in Cloud Haskell so far, or you might lose all confidence in me :)","Comment:hyperthunk:12/17/12 12:24:00 PM:

> I don't want to tell you how many subtle laziness bugs I've had to fix in Cloud Haskell so far, or you might lose all confidence in me :)

He he - I'm just hoping to make sure none of my contributions cause any major problems! I think as we increase the test coverage we'll get more confidence about semantics affecting bugs, though whether we remain space/time efficient will require manual benchmarking I guess.

Thanks for the pointer anyway - I'll go with your suggestion for now. If there any way that in a test case, using GHC APIs we can determine whether or not something is fully evaluated on receipt?","Comment:hyperthunk:12/17/12 12:46:45 PM:

Note to self: need to update `postAsMessage` and other auxiliary capabilities in `Node.hs` before merging this.","Comment:hyperthunk:01/27/13 10:46:51 PM:

Hmn, there is some unpleasantness to deal with when implementing this. The channel send operations would also have to be modified in order to maintain the stronger ordering semantics we want. This probably needs a bit more thought.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Accessing Process Stats,"Leading on from [issue 65 comment 2](https://github.com/haskell-distributed/distributed-process/issues/65#issuecomment-10147301), it would be nice to be able to get some per-process stats, such as message queue length.

Presumably we could look at the map of typed channels stored in the process state to get some useful metrics out of that too. Quite how efficient looking at the types would be I'm not sure, but it *does* sound useful.

Also, another assumption I'm making here is that this would need to be a primitive.",12/15/12 06:03:23 PM,01/25/13 11:43:02 AM,Task,distributed-process-0.4.2,Closed,Fixed,hyperthunk,Feature-Request,"Comment:hyperthunk:12/15/12 06:03:23 PM:

assigned","Comment:hyperthunk:12/16/12 01:12:00 PM:

Initial stab at this [here](https://github.com/hyperthunk/distributed-process/compare/process-info). I have indeed made it a primitive and it is dispatched to, and handled via the target process' node controller. This allows you to get process info for remote processes, which is something erlang's `process_info` does not. ","Comment:hyperthunk:12/18/12 01:18:51 PM:

Referenced in commit:
https://github.com/haskell-distributed/distributed-process/
","Comment:hyperthunk:12/18/12 01:55:28 PM:

Referenced in commit:
https://github.com/haskell-distributed/distributed-process/
","Comment:hyperthunk:12/20/12 03:47:27 PM:

Looks like we can't get the mailbox size easily without blocking the caller - this can **so easily** lead to deadlock, I'm loth to do it, so I've taken that lookup out for now and will open a separate issue to address it. https://github.com/hyperthunk/distributed-process/compare/process-info","Comment:hyperthunk:12/20/12 04:33:22 PM:

Referenced in commit:
https://github.com/haskell-distributed/distributed-process/
","Comment:hyperthunk:01/05/13 02:15:20 PM:

Referenced in commit:
https://github.com/haskell-distributed/distributed-process/
","Comment:hyperthunk:01/15/13 01:44:21 AM:

Merged in DPLEGACY-111 ","Comment:hyperthunk:01/15/13 01:44:21 AM:

closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
